ID,SalePrice
2405,195050.69321013833
2406,179834.40628667644
2407,98574.48182870765
2408,184880.29051683724
2409,212712.08996754658
2410,149708.11183102118
2411,298095.32176473044
2412,209873.52411623526
2413,202583.77650539146
2414,124135.04093827851
2415,411964.2091211725
2416,90504.36680609586
2417,183304.4280597653
2418,150283.48691891276
2419,102081.71336951305
2420,183510.7906988504
2421,188410.84808926957
2422,121824.92258973754
2423,358822.64491363976
2424,182412.32475929917
2425,222892.82586426323
2426,196619.4551548983
2427,245597.24925241902
2428,185431.1831441495
2429,219591.88939751976
2430,210739.1437133298
2431,177289.06715396064
2432,285704.7005854643
2433,277241.8102380657
2434,145056.97850283765
2435,234211.751426892
2436,168282.83768862215
2437,214528.90630801787
2438,300548.42811739206
2439,94945.30198974129
2440,177808.05469101734
2441,56054.16213096587
2442,150184.46070685808
2443,502223.9188744195
2444,320588.2705937064
2445,312990.2864866797
2446,203692.36404245713
2447,133403.69256133257
2448,96662.6992716014
2449,113075.26688306165
2450,284652.2671351868
2451,88920.99074560234
2452,170460.85725914565
2453,232216.71682317782
2454,222783.07084900493
2455,230613.46688702964
2456,216479.40082212072
2457,227794.42259931826
2458,145384.8240912994
2459,139132.7256389545
2460,109373.10467250923
2461,201896.74985856022
2462,149727.29396881664
2463,318108.34456997557
2464,162315.7182596844
2465,229793.6215613931
2466,365176.0483436181
2467,201870.7565523068
2468,293958.83448239666
2469,106445.07162007458
2470,157809.14174233458
2471,220380.7631280486
2472,210923.7197318734
2473,54217.68644590908
2474,99315.08438368811
2475,231439.60134572844
2476,131057.92314569953
2477,138231.60578000286
2478,130582.20950360947
2479,73763.03180127351
2480,134774.31819804042
2481,167037.39632008117
2482,182200.81405673
2483,161098.80041780596
2484,145974.88114932226
2485,248930.60800305876
2486,133567.2153686692
2487,123747.46531297904
2488,154009.05850020453
2489,207345.28239584848
2490,160544.895980477
2491,161719.30683764114
2492,117809.74270975872
2493,142120.13369312516
2494,176284.03288222043
2495,225381.66314256637
2496,136517.10403126723
2497,160695.82536669943
2498,179718.1751078921
2499,142342.59420801818
2500,91858.99699007989
2501,113352.53204736732
2502,146509.20594171374
2503,123644.0568727401
2504,233337.54709145948
2505,145162.93533963634
2506,232372.91302643297
2507,233962.59942540765
2508,306930.9112349483
2509,143314.21495840882
2510,149687.1251683234
2511,238305.12759306206
2512,128907.78208790494
2513,157714.0992591374
2514,144455.6181752413
2515,130856.61421740272
2516,175617.04635184113
2517,149402.31907337045
2518,128922.0669641765
2519,235555.05804009555
2520,156497.24922592076
2521,105296.51660028184
2522,125033.75409050996
2523,107998.78628826424
2524,166108.74794494876
2525,173383.97951560354
2526,119469.71387963834
2527,198702.1263202263
2528,166959.84468076302
2529,203857.30879335414
2530,248441.22507703595
2531,180678.60832868144
2532,176058.3220667912
2533,144116.87420744478
2534,129243.32434474284
2535,117291.29908547926
2536,264821.92634881043
2537,208996.5158438404
2538,270921.7454603473
2539,121960.80218863516
2540,162082.51153546883
2541,126607.37153029002
2542,361855.3469504429
2543,144738.38976617908
2544,326158.86907113355
2545,236431.33961155493
2546,241395.54542544365
2547,160777.81139149435
2548,149269.3701534669
2549,159861.52173114635
2550,214293.43756580073
2551,130091.68020010243
2552,162403.7044657221
2553,171694.90254199435
2554,129262.96284038707
2555,344748.5919252597
2556,197642.5881173364
2557,241068.52096453786
2558,422469.8092778429
2559,226930.90451602326
2560,122941.71018826771
2561,277624.7149926185
2562,137034.07976951843
2563,137210.49884349736
2564,315918.4004075475
2565,275383.9880569578
2566,364464.75285067834
2567,376443.2072601038
2568,149826.1679205391
2569,146465.9938064975
2570,257997.17485197587
2571,132765.47468364178
2572,361896.87211413466
2573,136582.20414578423
2574,150722.6908489298
2575,129001.51871067965
2576,114820.18160467662
2577,199873.1910973682
2578,114147.01012786807
2579,212839.15973548754
2580,137879.20267488246
2581,129184.9525239127
2582,309270.48830391554
2583,247079.60268361366
2584,179248.39115203772
2585,272759.7617849948
2586,200030.69285495847
2587,175087.0615736887
2588,250960.02578032392
2589,136927.54060373252
2590,130407.0415110452
2591,328544.2392078832
2592,170440.54036315944
2593,188156.01342885508
2594,247116.97343819053
2595,124724.03289926886
2596,296787.69940411864
2597,155676.68986639727
2598,190108.4361458056
2599,156121.71622292916
2600,150155.39632625677
2601,215097.07252431638
2602,154181.83216645606
2603,209315.71619233288
2604,145028.88619192678
2605,241807.12724658765
2606,148942.54136305198
2607,138170.15942225934
2608,236028.41488570394
2609,189939.35187938155
2610,157733.60858932987
2611,187536.22799705833
2612,110122.69779783979
2613,187944.61196814917
2614,198653.69147430375
2615,141697.95337174583
2616,110268.16643276236
2617,388034.1717274907
2618,286370.55431323487
2619,222900.07800360053
2620,136095.24035063508
2621,105101.69445097932
2622,294649.6052139242
2623,237386.44535057642
2624,200871.4695718764
2625,199600.5322365632
2626,246903.74343420748
2627,132982.47385618463
2628,147272.1007524752
2629,128456.26891775524
2630,129015.37631362386
2631,210870.55239741062
2632,242654.9508672152
2633,173646.53895406466
2634,157942.32208166146
2635,499566.46108810854
2636,480938.1899233906
2637,352755.4611953523
2638,266763.8018673137
2639,361535.25853427686
2640,233672.55296759325
2641,258912.7751931408
2642,105116.52999490159
2643,298990.42430059024
2644,123830.06108324039
2645,116357.25731509962
2646,396346.33077818505
2647,230602.38818146905
2648,230394.65121754372
2649,188428.16145890698
2650,232370.03312041968
2651,318763.8553157107
2652,234905.83547827654
2653,178429.8928496362
2654,141516.91776427318
2655,359692.39322544355
2656,295680.385775125
2657,100535.01867733117
2658,119720.11493338912
2659,246065.331501494
2660,135074.3913638299
2661,167757.37164761426
2662,152603.97865335256
2663,398399.5424772292
2664,187965.04509810463
2665,292163.52536080714
2666,238363.48385279576
2667,222283.22028982782
2668,160910.12516491328
2669,123674.00100281766
2670,104647.40690305286
2671,296187.70283260115
2672,216778.02186351147
2673,290805.5413315645
2674,133187.67233030975
2675,175125.27741660873
2676,183365.66793530807
2677,179231.8865068086
2678,228691.4325308309
2679,177758.78381449028
2680,157560.62503275517
2681,225715.46363063957
2682,237703.60673415745
2683,105800.33401933733
2684,181097.97621080693
2685,123797.95844430462
2686,387691.65643241483
2687,139869.75692910588
2688,116295.88660120047
2689,286849.0850867712
2690,162832.12620387672
2691,95512.65259059139
2692,149882.62583064212
2693,132396.80862567812
2694,161972.4912381352
2695,203407.61810797724
2696,94598.23173260341
2697,182482.55411458644
2698,137126.98547112453
2699,162378.64139832553
2700,116377.22466747253
2701,255137.4027552982
2702,168607.81265689075
2703,199087.449754799
2704,58087.98541519667
2705,143423.52967372932
2706,174343.25222054328
2707,203320.64943965548
2708,139104.0482410837
2709,187672.70448476452
2710,189862.5620426407
2711,176522.92984118417
2712,129369.0822697596
2713,192747.5121321352
2714,310176.78765084274
2715,154850.85151389928
2716,215161.44997006565
2717,162450.04299948213
2718,130813.67268743816
2719,257110.4621648003
2720,186493.03369402656
2721,143559.4461643687
2722,181638.04620908236
2723,199722.1662767325
2724,77168.27097861549
2725,204390.49924869664
2726,300083.5626788734
2727,220574.20938340342
2728,128195.32482256864
2729,187530.17362315513
2730,119727.64529923751
2731,177861.37770650588
2732,314336.61992505245
2733,154969.41733323483
2734,189224.50901301575
2735,247753.54642202103
2736,173419.97334026694
2737,143376.43276032223
2738,192450.84523449928
2739,161354.94312050476
2740,314044.88512850204
2741,175390.6318779195
2742,266242.33511934656
2743,125756.08884348333
2744,122179.1604820352
2745,96447.79593281254
2746,141939.14817198497
2747,137784.25567057435
2748,289717.0952349557
2749,195688.00372670672
2750,198128.33130957052
2751,205154.302915409
2752,229656.84013963502
2753,234109.94690381864
2754,210902.3124363619
2755,109008.55472745502
2756,358965.09058639116
2757,138711.6343672428
2758,119386.8836979609
2759,126851.46274173682
2760,173613.7084601636
2761,202135.53268070312
2762,191277.38935407245
2763,157390.18330680137
2764,155495.71631001928
2765,196810.4253229164
2766,115253.99202424457
2767,241975.68031231672
2768,147442.5488320668
2769,164453.00747430295
2770,263906.2928922954
2771,263089.70066423184
2772,149272.93104642848
2773,198603.95553895703
2774,161887.905164345
2775,239013.5260365914
2776,199421.64946087555
2777,97948.68888923789
2778,128574.60180908201
2779,132074.48348989192
2780,195112.42130773794
2781,149661.724980652
2782,125226.8568881573
2783,147287.05160230552
2784,479213.2281202218
2785,274565.3695618837
2786,121251.7218921135
2787,272270.0339019391
2788,254789.65077729308
2789,243220.6175903544
2790,156853.36353222438
2791,173664.29590610653
2792,401601.2973652807
2793,98434.53637171608
2794,149231.3659326261
2795,182498.14944654546
2796,176879.52767045976
2797,351430.6754650328
2798,150740.99063047738
2799,201873.28567209913
2800,140176.80228855973
2801,134815.9376886749
2802,239411.49896261352
2803,133119.75804685193
2804,166183.22009912477
2805,252393.9930465796
2806,122735.54517877991
2807,126191.30840632849
2808,121369.4177321758
2809,156142.77574868576
2810,89634.9575553503
2811,142331.0543137871
2812,159750.06457331884
2813,140023.99723528916
2814,174182.93020332733
2815,174159.23029048633
2816,195161.6753017291
2817,277172.1460735925
2818,159461.4131780795
2819,145787.71790297813
2820,88473.77004347197
2821,117650.96697458578
2822,86366.14865986037
2823,440315.2426278419
2824,112001.86393100879
2825,142233.7001791259
2826,212370.0442540344
2827,154420.39585245866
2828,324047.1602256865
2829,149099.11879269875
2830,191238.88383037146
2831,165651.2952645376
2832,166087.81902847017
2833,238176.45344061055
2834,176869.35325592518
2835,125932.39744858247
2836,213552.76810096033
2837,136804.76027177268
2838,192223.5055857196
2839,99826.96402236611
2840,117596.71548137857
2841,284988.9445257178
2842,159991.02938227914
2843,222798.97892600636
2844,203827.93247201428
2845,206967.02861148914
2846,146768.12079722813
2847,164566.92917813652
2848,160438.01116652795
2849,234302.5310077884
2850,170247.99549386304
2851,169138.85698818267
2852,224392.73306633666
2853,176688.4771745879
2854,232945.21090608725
2855,177167.15006045115
2856,218490.38301737446
2857,192384.797346237
2858,167826.4091499778
2859,234560.1297258476
2860,269090.2056837205
2861,74669.9464072182
2862,220418.20672192948
2863,262889.4955957128
2864,213882.03577696963
2865,151195.4676825926
2866,168405.00761025338
2867,168918.3296516024
2868,86810.16855632095
2869,151105.30100714174
2870,134684.39050136035
2871,341172.3521187776
2872,157913.26981560586
2873,168752.46668039035
2874,242851.83140916066
2875,192137.6784429035
2876,96969.2140903326
2877,161608.04960161133
2878,185398.40080488386
2879,286914.8127179799
2880,230153.31574157346
2881,245762.4538357088
2882,104354.52936336021
2883,149989.58718535688
2884,146207.18073092826
2885,175995.72494049114
2886,244144.2706946555
2887,169467.276383743
2888,150655.8845940324
2889,115253.03463803396
2890,187019.5062463995
2891,170322.21566298802
2892,149621.2744418321
2893,169847.20782058552
2894,189049.22396909978
2895,181882.00944302607
2896,144798.12977690046
2897,289040.276218744
2898,167503.74062213305
2899,178859.8472686135
2900,282282.89522942604
2901,127280.15973348025
2902,113472.10776936336
2903,101792.51051027223
2904,154853.91718488114
2905,213154.0238638035
2906,274479.15586033015
2907,140878.85412436488
2908,263154.70594649605
2909,302621.2835833577
2910,135395.02417212012
2911,130784.59292017882
2912,180830.66713885101
2913,258891.90785687775
2914,146886.29528851868
2915,247303.12445096736
2916,184082.9429840181
2917,158348.62922301918
2918,155132.183414495
2919,141751.775974843
2920,215913.75727828554
2921,488087.86728948465
2922,336609.5943481003
2923,151714.40913635865
2924,157625.29071608267
2925,356469.16798991925
2926,249048.75699551174
2927,138256.432734319
2928,150912.6017052258
2929,131428.83758121027
2930,101493.44888610659
